Product Name,Salt Composition,M.R.P.,Company
LYCORED PREG 5GM,,53.30,JAGSONPAL PHARMA LTD.(BONEVA)
LYCORED PLUS TAB 10'S,,280.00,JAGSONPAL PHARMA LTD.(BONEVA)
QUEEZY ER TAB 10'S,,150.00,JAGSONPAL PHARMA LTD.(BONEVA)
PARVOCOX 2MG TAB 10'S,,138.75,JAGSONPAL PHARMA LTD.(BONEVA)
FINEASE TAB 10'S,,311.00,JAGSONPAL PHARMA LTD.(BONEVA)
J.P.TONE UP CAPS 10'S,,113.29,JAGSONPAL PHARMA LTD.(BONEVA)
LYCORED SOFTGELS 10'S,,205.50,JAGSONPAL PHARMA LTD.(BONEVA)
METADEC 100 INJ. 2ML,,456.43,JAGSONPAL PHARMA LTD.(BONEVA)
CYCLOREG TABS 10`S,,57.58,JAGSONPAL PHARMA LTD.(BONEVA)
LYCORED SYP.200ML.,,273.00,JAGSONPAL PHARMA LTD.(BONEVA)
QUEEZY TAB 10'S,,35.16,JAGSONPAL PHARMA LTD.(BONEVA)
DIVACON TAB 21'S,,67.78,JAGSONPAL PHARMA LTD.(BONEVA)
ECLONAC SP 10'S,,91.51,JAGSONPAL PHARMA LTD.(BONEVA)
PARVON SPAS TAB 10S,,42.19,JAGSONPAL PHARMA LTD.(BONEVA)
ECLONAC-P TAB 10'S,,43.28,JAGSONPAL PHARMA LTD.(BONEVA)
INDOCAP CAPS 10`S,,68.48,JAGSONPAL PHARMA LTD.(FEMBON)
J.P.TONE SYP.MIX FRUT 200,,198.04,JAGSONPAL PHARMA LTD.(FEMBON)
INDOCAP SR CAPS 10`S,,168.15,JAGSONPAL PHARMA LTD.(FEMBON)
EQUIREX TABS 10`S,,130.88,JAGSONPAL PHARMA LTD.(FEMBON)
INDOCAP P CAP. 10'S,,77.81,JAGSONPAL PHARMA LTD.(FEMBON)
FOLIREG CD TAB 15'S,,281.25,JAGSONPAL PHARMA LTD.(FEMBON)
INDOCAP GEL 30GM,,178.13,JAGSONPAL PHARMA LTD.(FEMBON)
FEPROTEIN TAB 10'S,,355.50,JAGSONPAL PHARMA LTD.(FEMBON)
DIVATRONE SR 20MG TAB 10'S,,839.06,JAGSONPAL PHARMA LTD.(FEMBON)
EQUIREX-M TAB 15'S,,164.06,JAGSONPAL PHARMA LTD.(FEMBON)
MORDICA DRY SYRUP 30ML,,63.07,JAGSONPAL PHARMA LTD.(FEMBON)
MORDICA 625 TAB 10S,,195.31,JAGSONPAL PHARMA LTD.(FEMBON)
J.P.TONE INJ.2ML,,41.07,JAGSONPAL PHARMA LTD.(FEMBON)
CLADOXIM 200MG TAB 10'S,,273.03,JAGSONPAL PHARMA LTD.(FEMBON)
DIVATRONE TAB 1*10TAB,,622.48,JAGSONPAL PHARMA LTD.(FEMBON)
DEEREG TAB 21'S,,598.13,JAGSONPAL PHARMA LTD.(FEMBON)
FOLIREG TAB 15'S,,260.00,JAGSONPAL PHARMA LTD.NARI DIV
KYRAH TAB 21'S,,258.59,JAGSONPAL PHARMA LTD.NARI DIV
UBELAC WASH 120ML,,200.25,JAGSONPAL PHARMA LTD.NARI DIV
DIVAGEST SR 200MG TAB 10'S,,410.09,JAGSONPAL PHARMA LTD.NARI DIV
DIVAGEST SR 300MG TAB 10'S,,505.70,JAGSONPAL PHARMA LTD.NARI DIV
LYCORED-M-TAB 10'S,,680.00,JAGSONPAL PHARMA LTD.NARI DIV
MEMUP TAB 10'S,,206.25,JAGSONPAL PHARMA LTD.NARI DIV
ENDOREG CAP 14'S,,821.31,JAGSONPAL PHARMA LTD.NARI DIV
VERENA GEL-40GM,,202.58,JAGSONPAL PHARMA LTD.NARI DIV
CYSTELIA 35 TABS 1*21'S,,400.00,JAGSONPAL PHARMA LTD.NARI DIV
YULIPRIST TABS 10S,,"1,338.98",JAGSONPAL PHARMA LTD.NARI DIV
KRAMPOFF TAB 10S,,130.05,JAGSONPAL PHARMA LTD.NARI DIV
FIBRISTONE 25MG TAB 10'S,,617.39,JAGSONPAL PHARMA LTD.NARI DIV
DIVAGEST TAB 10S,,346.88,JAGSONPAL PHARMA LTD.NARI DIV
CYSTELIA-M TAB 10'S,,422.58,JAGSONPAL PHARMA LTD.NARI DIV
ALGOS SPAS TAB NAARI 10'S,,121.88,JAGSONPAL PHARMA LTD.NARI DIV
NAARICAL TAB 15'S,,126.56,JAGSONPAL PHARMA LTD.NARI DIV
PRORETRO TAB 10'S,,515.16,JAGSONPAL PHARMA LTD.NARI DIV
ACTV 24MG TAB 10'S,,103.13,JAGSONPAL PHARMACEUTICALS LTD.
ACTV 24MG M TAB 10'S,,164.06,JAGSONPAL PHARMACEUTICALS LTD.
AMPLUS LB CAP 1*10'S,,124.37,JAGSONPAL PHARMACEUTICALS LTD.
ROWEZY 250MG TAB 1*10'S,,117.95,JAGSONPAL PHARMACEUTICALS LTD.
TRIVITALIN TAB 10'S,,299.00,JAGSONPAL PHARMACEUTICALS LTD.
RUTRIXA B TAB 10'S,,240.00,JAGSONPAL PHARMACEUTICALS LTD.
BISBERRY TAB 10'S,,460.00,JAGSONPAL PHARMACEUTICALS LTD.
LYCAZID M TABS 10'S,,92.85,JAGSONPAL PHARMACEUTICALS LTD.
J.P.TONE GEMS 10'S,,147.19,JAGSONPAL PHARMACEUTICALS LTD.
KONAVIT-ZC 15S TAB,,136.88,"KONVERGE HEALTHCARE PVT,LTD IND"
FESURGE 100MG TAB  15S,,148.13,"KONVERGE HEALTHCARE PVT,LTD IND"
KONAMOX CV DRY SYP  60ML,,99.23,"KONVERGE HEALTHCARE PVT,LTD IND"
KONCAL CT  10S,,174.38,"KONVERGE HEALTHCARE PVT,LTD IND"
KONFLAV-O TAB  10S,,141.67,"KONVERGE HEALTHCARE PVT,LTD IND"
KONTUM ORAL RINSE  120ML,,95.63,"KONVERGE HEALTHCARE PVT,LTD IND"
K-TOR TAB  10S,,191.72,"KONVERGE HEALTHCARE PVT,LTD IND"
RESTOHEAL TAB  15S,,171.03,"KONVERGE HEALTHCARE PVT,LTD IND"
STANOSAFE TAB  30S,,172.50,"KONVERGE HEALTHCARE PVT,LTD IND"
KONAVIT-12 AMP,,15.94,"KONVERGE HEALTHCARE PVT,LTD IND"
KONAVIT RF,,15.87,"KONVERGE HEALTHCARE PVT,LTD IND"
PLECTRA GEL 20GM,,124.69,KOYE ORIGYN PHARMACEUTICAL GY
FEGUS CAP 1'S,,173.72,KOYE ORIGYN PHARMACEUTICAL GY
COELARG SACHETS 5GMS,,35.63,KOYE ORIGYN PHARMACEUTICAL GY
DINOGEST TAB 10'S,,593.44,KOYE ORIGYN PHARMACEUTICAL GY
E-OVA L 2.5 1,,144.16,KOYE ORIGYN PHARMACEUTICAL GY
MODUS 10MG TAB,,67.20,KOYE ORIGYN PHARMACEUTICAL GY
QUAFOLIN CAP 15S,,191.35,KOYE ORIGYN PHARMACEUTICAL GY
GOECYST F TAB 10S,,224.28,KOYE ORIGYN PHARMACEUTICAL GY
PREGCERT-400 CAP 10'S 10S,,547.50,KOYE ORIGYN PHARMACEUTICAL GY
GOECYST DS TAB 10'S,,399.00,KOYE ORIGYN PHARMACEUTICAL GY
COEHB MAX CAP 10'S,,262.50,KOYE ORIGYN PHARMACEUTICAL GY
GOEUTI SUSP. 200ML,,296.00,KOYE ORIGYN PHARMACEUTICAL GY
COEHB TAB 10'S,,156.92,KOYE ORIGYN PHARMACEUTICAL GY
COEHB PLUS   1*10  CAP,,139.22,KOYE ORIGYN PHARMACEUTICAL GY
COEDHEA PLUS 1*10CAP,,338.80,KOYE ORIGYN PHARMACEUTICAL GY
GOECYST CAP 10,,236.50,KOYE ORIGYN PHARMACEUTICAL GY
GOECYST M TAB 15'S,,401.81,KOYE ORIGYN PHARMACEUTICAL GY
PREGCERT-300 SR TAB 10'S,,513.56,KOYE ORIGYN PHARMACEUTICAL GY
PREGCERT-200 SR TAB 10'S,,387.75,KOYE ORIGYN PHARMACEUTICAL GY
PREGCERT-200 CAP 10'S,,274.69,KOYE ORIGYN PHARMACEUTICAL GY
GOEUTI CAP 10'S,,328.60,KOYE ORIGYN PHARMACEUTICAL GY
EOVA M 50MG TAB 5'S,,233.44,KOYE ORIGYN PHARMACEUTICAL GY
EOVA M 100MG TAB 5'S,,327.19,KOYE ORIGYN PHARMACEUTICAL GY
EOVA PLUS 100 TAB 10'S,,420.94,KOYE ORIGYN PHARMACEUTICAL GY
FOSFOE  SACHE 8GM,,472.92,KOYE ORIGYN PHARMACEUTICAL GY
GOESTRESS CAP 15S 15,,438.90,KOYE ORIGYN PHARMACEUTICAL GY
PREGCERT LMF CAP 10,,210.69,KOYE ORIGYN PHARMACEUTICAL GY
MENDATE 10 TAB,,244.55,KOYE ORIGYN PHARMACEUTICAL GY
MENDATE 15 TAB 5S,,128.91,KOYE ORIGYN PHARMACEUTICAL GY
GOEUTI S/F SUSPENSION 100ML,,187.00,KOYE ORIGYN PHARMACEUTICAL GY
DELSY TAB 21'TAB,,565.80,KOYE ORIGYN PHARMACEUTICAL GY
ESURANCE TAB 25'S,,380.06,KOYE ORIGYN PHARMACEUTICAL GY
SPIROVENT I TAB 10,,70.31,KOYE PHARMACEUTICAL (CAIR)
SPIROFORM B.5 MG 7S,,301.88,KOYE PHARMACEUTICAL (CAIR)
SPIROFORM B 1MG 7S,,374.06,KOYE PHARMACEUTICAL (CAIR)
BUDESTE 0.5 RESPULES,,102.05,KOYE PHARMACEUTICAL (CAIR)
BUDESTE 1,,123.05,KOYE PHARMACEUTICAL (CAIR)
SPIROMONT L KID SYRUP 60ML,,70.31,KOYE PHARMACEUTICAL (CAIR)
BILANAIR TAB 10'S,,117.19,KOYE PHARMACEUTICAL (CAIR)
CELIN R SYRUP 100ML,,250.00,KOYE PHARMACEUTICAL (CAIR)
CELIN F CAP 10S,,266.11,KOYE PHARMACEUTICAL (CAIR)
SPIROMONT FA COMBI KIT TAB 20S,,210.94,KOYE PHARMACEUTICAL (CAIR)
BILANAIR SYRUP 60ML,,101.25,KOYE PHARMACEUTICAL (CAIR)
CELIN R CAP 10S,,250.00,KOYE PHARMACEUTICAL (CAIR)
CELIN INJ.6ML,,84.38,KOYE PHARMACEUTICAL (CAIR)
CELIN ZINC TAB 15'S,,60.16,KOYE PHARMACEUTICAL (CAIR)
SPIROMONT FA TAB  1*10,,172.50,KOYE PHARMACEUTICAL (CAIR)
SPIROVENT PLUS 100ML,,82.50,KOYE PHARMACEUTICAL (CAIR)
COELONE 16MG TAB 10S,,81.89,KOYE PHARMACEUTICAL (CAIR)
COELONE 8MG TAB 10S,,53.63,KOYE PHARMACEUTICAL (CAIR)
COELONE 4MG TAB 10S,,35.63,KOYE PHARMACEUTICAL (CAIR)
SPIROVENT PLUS KID SYRUP 60ML,,65.63,KOYE PHARMACEUTICAL (CAIR)
SPIROPIRF TAB 10S,,190.78,KOYE PHARMACEUTICAL (CAIR)
CELIN KID SYRUP 200ML,,225.00,KOYE PHARMACEUTICAL (CAIR)
CELIN KID SYRUP 100ML,,125.00,KOYE PHARMACEUTICAL (CAIR)
SPIROMONT F KID SYRUP 60ML,,98.44,KOYE PHARMACEUTICAL (CAIR)
COEPREG CAP 10,,226.31,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK M 25 10S,,103.13,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK M 50 10S,,112.50,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK CT 12.5 CAP 10,,112.50,KOYE PHARMACEUTICALS (CARDIC)
GLIMIPACK M1 TAB 10,,51.56,KOYE PHARMACEUTICALS (CARDIC)
GLIMIPACK M2 TAB 10,,70.31,KOYE PHARMACEUTICALS (CARDIC)
GLIMIPACK MV 1 TAB 10S,,100.31,KOYE PHARMACEUTICALS (CARDIC)
GLIMOIPACK MV 2 TAB 10S,,131.25,KOYE PHARMACEUTICALS (CARDIC)
GLIMIPACK MV 2/0.3 TAB 10S,,121.88,KOYE PHARMACEUTICALS (CARDIC)
MYELOPACK CAP 15S,,147.19,KOYE PHARMACEUTICALS (CARDIC)
TENIPACK CAP 10S,,92.81,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK T CAP 10S,,112.50,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK TRIO 6.25 TAB 10S,,117.19,KOYE PHARMACEUTICALS (CARDIC)
BENIPACK TRIO 12.5 TAB 10S,,139.69,KOYE PHARMACEUTICALS (CARDIC)
GLICLAPACK 30 CAP 1*30,,168.75,KOYE PHARMACEUTICALS (CARDIC)
GLICLAPACK M TAB 10,,87.19,KOYE PHARMACEUTICALS (CARDIC)
ROSUPACK 10 TAB 10S,,103.13,KOYE PHARMACEUTICALS (CARDIC)
ROSUPACK 20 TAB 10S,,150.00,KOYE PHARMACEUTICALS (CARDIC)
ROSUPACK A TAB 10S,,51.56,KOYE PHARMACEUTICALS (CARDIC)
TELMIPAC 40 TAB 10,,62.79,KOYE PHARMACEUTICALS (CARDIC)
TELMIPACK CL TAB 10S,,81.56,KOYE PHARMACEUTICALS (CARDIC)
TELMIPACK CT TAB 10S,,89.06,KOYE PHARMACEUTICALS (CARDIC)
TELMIPACK TRIO 12.5 TAB 10S,,122.81,KOYE PHARMACEUTICALS (CARDIC)
TELMIPACK TRIO 6.25 TAB,,101.25,KOYE PHARMACEUTICALS (CARDIC)
OBEPACK CAP 15S,,149.00,KOYE PHARMACEUTICALS (CARDIC)
PRUMOTION 1 10,,139.69,KOYE PHARMACEUTICALS P.LTD
PRUMOTION 2 10S,,214.69,KOYE PHARMACEUTICALS P.LTD
ACOSAT TAB 10S,,186.56,KOYE PHARMACEUTICALS P.LTD
LINECA PLUS TAB 10S,,513.75,KOYE PHARMACEUTICALS P.LTD
COERIP TRIO CAP 14S,,784.00,KOYE PHARMACEUTICALS P.LTD
COECORAL ISO CAP 10S,,210.00,KOYE PHARMACEUTICALS P.LTD
COECORAL TOTAL TAB 10S,,408.43,KOYE PHARMACEUTICALS P.LTD
COLATAGE M GRANULES 5ML,,403.13,KOYE PHARMACEUTICALS P.LTD
SPIROMONT-F 180MG TAB 10S,,222.19,KOYE PHARMACEUTICALS P.LTD
LEVOLVE OZ TAB 10'S,,75.94,KOYE PHARMACEUTICALS P.LTD
COEAMOX 625 MG TAB 10'S,,184.55,KOYE PHARMACEUTICALS P.LTD
COEKASTLE AX TAB 10'S,,184.69,KOYE PHARMACEUTICALS P.LTD
DICLOMIST SPRAY 30ML,,292.50,KOYE PHARMACEUTICALS P.LTD
E-TAG SYRUP 100ML,,99.38,KOYE PHARMACEUTICALS P.LTD
COEAMOX DRY SYRUP 30ML,,55.75,KOYE PHARMACEUTICALS P.LTD
COEAMOX FORTE DRY SYRUP 30ML,,126.56,KOYE PHARMACEUTICALS P.LTD
PODXETIL 50 TAB 10S,,70.31,KOYE PHARMACEUTICALS P.LTD
SPIROMONT B TAB 10'S,,111.09,KOYE PHARMACEUTICALS P.LTD
SPIRODIN INJ 1*1 AMP,,557.81,KOYE PHARMACEUTICALS P.LTD
SPIRODIN-AX TAB 10S 10,,89.06,KOYE PHARMACEUTICALS P.LTD
ZOBACTIN 4.5MG INJ,,337.50,KOYE PHARMACEUTICALS P.LTD
COEKASTLE TABS,,112.50,KOYE PHARMACEUTICALS P.LTD
COERIP TABS 30'S,,498.31,KOYE PHARMACEUTICALS P.LTD
COERINGA CAP 10'S,,87.22,KOYE PHARMACEUTICALS P.LTD
COECORTT 6 10'S,,98.44,KOYE PHARMACEUTICALS P.LTD
COECORAL MAX 1*15 CAP,,428.44,KOYE PHARMACEUTICALS P.LTD
COECORAL PLUS CAP 15'S,,395.63,KOYE PHARMACEUTICALS P.LTD
COECORAL CAP 1*15CAP,,128.16,KOYE PHARMACEUTICALS P.LTD
COEVITENZ   1*10  CAP,,328.00,KOYE PHARMACEUTICALS P.LTD
COECORAL D3 TAB 1*15'S,,272.29,KOYE PHARMACEUTICALS P.LTD
COENATTO PLUS  1*10CAP,,169.10,KOYE PHARMACEUTICALS P.LTD
COEKASTLE A TAB,,157.50,KOYE PHARMACEUTICALS P.LTD
LEVOLVE 500 TAB,,61.59,KOYE PHARMACEUTICALS P.LTD
COECORAL 250 TAB 10',,197.00,KOYE PHARMACEUTICALS P.LTD
LINECA TAB 10'S,,467.81,KOYE PHARMACEUTICALS P.LTD
COECORAL D3-500 TAB 10'S,,279.00,KOYE PHARMACEUTICALS P.LTD
SPIROMONT-F TAB 15'S,,252.19,KOYE PHARMACEUTICALS P.LTD
SPIRODIN-650MG TAB 10S,,171.56,KOYE PHARMACEUTICALS P.LTD
COERINGA SYP 175MG,,146.85,KOYE PHARMACEUTICALS P.LTD
COERIP C SACHETS 11GMS,,79.21,KOYE PHARMACEUTICALS P.LTD
AUGXETIL CV 500 TAB 10 S,,435.94,KOYE PHARMACEUTICALS P.LTD
PODXETIL 100 TAB 10S,,111.56,KOYE PHARMACEUTICALS P.LTD
PODXETIL 200 TAB 10S,,154.69,KOYE PHARMACEUTICALS P.LTD
PODXETIL CV TAB 10S,,300.00,KOYE PHARMACEUTICALS P.LTD
SPIRODIN M TAB 10S,,138.75,KOYE PHARMACEUTICALS P.LTD
ITRACOE 100MG CAP 4S,,50.63,KOYE PHARMACEUTICALS P.LTD
ITRACOE 200MG CAP 10S,,215.63,KOYE PHARMACEUTICALS P.LTD
ITRACOE DUSTING POWDER  75GM,,164.06,KOYE PHARMACEUTICALS P.LTD
AUGXETIL 250MG TAB 10S,,195.00,KOYE PHARMACEUTICALS P.LTD
AUGXETIL 500MG TAB 10S,,298.13,KOYE PHARMACEUTICALS P.LTD
COLATAGE B CAP 10S,,345.00,KOYE PHARMACEUTICALS P.LTD
AMUCOE-NAC TAB 10S,,146.25,KOYE PHARMACEUTICALS P.LTD
INDULACT JAR 200GM,,271.88,KOYE PHARMACEUTICALS P.LTD
GOECYST PLUS JAR OF 10 S,,400.50,KOYE PHARMACEUTICALS P.LTD
ITRACOE GEL 15GM,,92.81,KOYE PHARMACEUTICALS P.LTD
COENAC EFFERVESENT TAB 10S,,223.13,KOYE PHARMACEUTICALS P.LTD
PODXETIL 50 CV SUSP 30ML,,75.00,KOYE PHARMACEUTICALS P.LTD
PODXETIL 100 CV SUSP 30ML,,131.25,KOYE PHARMACEUTICALS P.LTD
PODXETIL 50 SUSP 30ML,,72.19,KOYE PHARMACEUTICALS P.LTD
PODXETIL 100 SUSP 30ML,,131.25,KOYE PHARMACEUTICALS P.LTD
HERTILITY TAB 10'S,,565.31,KOYE PHARMACEUTICALS P.LTD
SPIRODIN-AB TAB 10S,,138.75,KOYE PHARMACEUTICALS P.LTD
SPIROFLUT A NASAL SPRAY,,435.00,KOYE PHARMACEUTICALS P.LTD
SPIROFLUT NASAL SPRAY,,362.81,KOYE PHARMACEUTICALS P.LTD
CALNASAL NASAL SPRAY 60 MDI,,"1,730.63",KOYE PHARMACEUTICALS P.LTD
FAROTIVE 300 ER TAB 6S,,585.94,KOYE PHARMACEUTICALS P.LTD
COETRIE CAP 10S,,356.25,KOYE PHARMACEUTICALS P.LTD
COETRIE PLUS CAP 10S,,168.21,KOYE PHARMACEUTICALS P.LTD
NERVSENZ TAB 10S,,157.03,KOYE PHARMACEUTICALS P.LTD
COEVITENZ D TAB,,154.69,KOYE PHARMACEUTICALS P.LTD
AMUCOE 200 SR TAB 10'S,,160.31,KOYE PHARMACEUTICALS P.LTD
COED3 ORAL SYP 5ML,,79.22,KOYE PHARMACEUTICALS P.LTD
IVEPACK TAB 10'S,,346.88,KOYE PHARMACEUTICALS P.LTD
FAROTIVE-CV TAB 6'S,,553.13,KOYE PHARMACEUTICALS P.LTD
COED3 CAP 8'S,,258.55,KOYE PHARMACEUTICALS P.LTD
COECORAL D3 CHEWABLE TAB 15'S,,299.00,KOYE PHARMACEUTICALS P.LTD
BENEPACK 8MG TAB 15S,,138.75,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
BENEPACK 4MG TAB 15S,,119.06,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN R 100IU CARTRIDGE 3ML,,220.57,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN M 30 100IU CARTRIDGE 3ML,,220.57,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN M 50 100IU CARTRIDGE 1*30ML,,220.57,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EXANPLE  PEN,,"2,718.75",KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN R INJ 40IU 10ML,,149.10,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN M50 INJ 40IU 10ML,,143.00,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
EQUISULIN M30 INJ 40IU 10ML,,151.90,KOYE PHARMACEUTICALS PVT LTD(EQUELA)
HUMA DEVICE(PEN) 1*1'S,,"1,018.00",LUPIN LIMITED
HUMINSULIN 30/70 CART'5*3ML,,"2,579.50",LUPIN LIMITED
HUMINSULIN NPH 40**,,177.00,LUPIN LIMITED
HUMINSULIN 30/70 100,,539.00,LUPIN LIMITED
HUMINSULIN REGU 40I**,,177.00,LUPIN LIMITED
HUMINSULIN REGU 100,,651.00,LUPIN LIMITED
HUMINSULIN REG.CART'5*3ML,,"2,579.50",LUPIN LIMITED
HUMINSULIN 30/70 40**,,177.00,LUPIN LIMITED
HUMINSULIN 50/50 40**,,191.00,LUPIN LIMITED
HUMAPEN (ERGO),,"1,068.75",LUPIN LIMITED
HUMINSULIN NPH 100,,539.00,LUPIN LIMITED
HUMINSULIN NPH CART'5*3ML,,"2,135.00",LUPIN LIMITED
EGLUCENT MIX25 CORTRI 5*3ML 5*3ML,,"5,989.00",LUPIN LIMITED
EGLUCENT MIX50 CORTRI 5*3ML 5*3ML,,"5,989.00",LUPIN LIMITED
EGLUCENT LINS RAPID 100 CARTR 5*3ML,,"5,989.00",LUPIN LIMITED
EGLUCENT LINS RAPID KWIKPEN 1*3ML,,"1,490.00",LUPIN LIMITED
EGLUCENT MIX 25 KWIK  PEN 1*3ML,,"1,368.00",LUPIN LIMITED
EGLUCENT MIX 50 KWIK PEN 1*3ML,,"1,244.00",LUPIN LIMITED
LIVARISE INJ. 1*3ML,,"8,749.00",LUPIN LIMITED
LIVARISE REUSABLE CUSTOM.PEN 1*1,,"1,250.00",LUPIN LIMITED
CALSHI KID SUSP 200ML,,159.00,LYASHI HEALTHCARE PVT.LTD.
D3DUO DROPS   30ML,,109.00,LYASHI HEALTHCARE PVT.LTD.
DOMEXCEL DROPS  15ML,,73.59,LYASHI HEALTHCARE PVT.LTD.
LEMOSHI KID TAB 10'S,,60.94,LYASHI HEALTHCARE PVT.LTD.
LUPUS D SYRUP  100ML,,84.38,LYASHI HEALTHCARE PVT.LTD.
LUPUS LS DROPS  15ML,,61.88,LYASHI HEALTHCARE PVT.LTD.
LYANSO TAB  10'S,,89.91,LYASHI HEALTHCARE PVT.LTD.
SUPERPEG POWDER 119GM,,262.50,LYASHI HEALTHCARE PVT.LTD.
ZINCORB SUSP.100ML,,94.00,LYASHI HEALTHCARE PVT.LTD.
ZNMUST DROPS  15ML,,72.19,LYASHI HEALTHCARE PVT.LTD.
CALSHI KID TAB 60'S,,222.00,LYASHI HEALTHCARE PVT.LTD.
ALTURA PLUS SYRUP 200ML,,135.00,LYASHI HEALTHCARE PVT.LTD.
ALTURA 60K SACHET 1*1 SACH.,,32.77,LYASHI HEALTHCARE PVT.LTD.
CACIMAC TAB 1*10'S,,220.00,MCWEL HEALTHCARE PVT.LTD.
MACPLEX-D3 TAB 1*4'S,,131.54,MCWEL HEALTHCARE PVT.LTD.
MCTRA-4G TAB 1*10'S,,160.17,MCWEL HEALTHCARE PVT.LTD.
OSSIN-XT TAB 1*20'S,,450.00,MCWEL HEALTHCARE PVT.LTD.
OSSIN-PLUS TAB 1*10'S,,300.00,MCWEL HEALTHCARE PVT.LTD.
REBEPRID-D CAP 1*10'S,,112.00,MCWEL HEALTHCARE PVT.LTD.
REBEPRID-PLUS TAB 1*10'S,,126.56,MCWEL HEALTHCARE PVT.LTD.
TENDORITE TAB 1*10'S,,300.00,MCWEL HEALTHCARE PVT.LTD.
SKEWBENZ TAB 10,,230.00,MCWEL HEALTHCARE PVT.LTD.
MONOVISC INJ 1*1,,"22,312.50",MODI MUNDI (PMD)
LIDOVALOR TAB 2'S,,679.69,MODI MUNDI (PMD)
TRD-CONJECT INJECTION 1*2ML,,21.92,MODI MUNDI (PMD)
DOLOPENT INJECTION 1*1ML,,28.13,MODI MUNDI (PMD)
LEVOCARNIL PLUS TAB 1*10TAB,,143.16,MODI MUNDI (PMD)
DOLMUNDIN 100MG TAB 5'S,,126.00,MODI MUNDI (PMD)
XEOMIN 50 UNITS INJ. 1*1'S,,"15,200.00",MODI MUNDI (PMD)
XEOMIN 100 UNITS INJ. 1*1'S,,"27,500.00",MODI MUNDI (PMD)
CINGAL INJ. 4ML,,"26,718.50",MODI MUNDI (PMD)
TRD-P TAB 10'S,,63.09,MODI MUNDI (PMD)
LEVOCARNIL 500 TAB,,377.81,MODI MUNDI (PMD)
PEGICOL 13.81g SACHET 1S',,77.53,MODI MUNDI (PMD)
BUVALOR 10 2 PATCH,,"3,272.00",MODI MUNDI (PMD)
BUVALOR 20 2 PATCH,,"5,962.50",MODI MUNDI (PMD)
BUVALOR 5 2 PATCH,,"1,791.00",MODI MUNDI (PMD)
PEGIGOL PEDI 6.85G SACHET,,87.19,MODI MUNDI (PMD)
MEDIJECT-HC 100MG INJ 1,,40.74,MODI MUNDI (PMD)
PEGICOL LIQUID 200ML,,395.63,MODI MUNDI (PMD)
UNICONTIN TABS 400MG 10`S,,293.70,MODI MUNDI PHARMA LTD.
UNICONTIN TABS 600MG 10`S,,384.30,MODI MUNDI PHARMA LTD.
DILCONTIN 60MG TABS 10`S,,58.21,MODI MUNDI PHARMA LTD.
NITROCONTIN 2.6 TABS 30`S,,384.38,MODI MUNDI PHARMA LTD.
DIUCONTIN-K 40 TABS 10`S,,59.53,MODI MUNDI PHARMA LTD.
PYRICONTIN TABS 10`S,,63.65,MODI MUNDI PHARMA LTD.
FECONTIN-Z TABS 10`S,,278.20,MODI MUNDI PHARMA LTD.
FECONTIN-F TABS 10`S,,178.13,MODI MUNDI PHARMA LTD.
ACONAME TAB 10'S,,178.13,MODI MUNDI PHARMA LTD.
CEBOCONTIN-200 TAB 10'S,,239.06,MODI MUNDI PHARMA LTD.
SUPERFOS INJ.4GM,,"3,937.50",MODI MUNDI PHARMA LTD.
NITROCONTIN 6.4 TABS 30`S,,499.68,MODI MUNDI PHARMA LTD.
DIUCONTIN-K 20 TABS 10'S,,40.13,MODI MUNDI PHARMA LTD.
CEBOCONTIN M CAP,,267.18,MODI MUNDI PHARMA LTD.
DILCONTIN XL 90 TABS 10'S,,158.00,MODI MUNDI PHARMA LTD.
DILCONTIN XL 120 TABS 10',,255.56,MODI MUNDI PHARMA LTD.
CEBOFYL-N TAB 10'S,,150.18,MODI MUNDI PHARMA LTD.
TRD-CONTIN 100MG TABS 10'S,,261.18,MODI MUNDI PHARMA LTD.
LITHOLEXAL BONE TAB 30'S,,900.00,MODI MUNDI PHARMA LTD.
LITHOLEXAL JOINT TAB 30'S,,990.00,MODI MUNDI PHARMA LTD.
ALPROCONTIN 0.5MG 10'S NR,,36.56,MODI MUNDI PHARMA LTD.
INDICONTIN TABS 10'S,,129.84,MODI MUNDI PHARMA LTD.
ACOCONTIN TABS 10'S,,265.78,MODI MUNDI PHARMA LTD.
TAMCONTIN 0.2 MG TABS 10`,,100.50,MODI MUNDI PHARMA LTD.
TAMCONTIN 0.4 MG TABS 10`,,304.68,MODI MUNDI PHARMA LTD.
PHYLLOCONTIN 350 TAB 10'S,,80.16,MODI MUNDI PHARMA LTD.
